albedo_max,albedo_mean,albedo_min,albedo_stdDev,date,pixel_count,timestamp,year,month,season
0.79,0.35025951557093427,0.17,0.1670890481150694,2016-08-02,20,1470096000000,2016,8,Été
0.15,0.09811363636363636,0.08,0.024494897427831896,2016-08-03,6,1470182400000,2016,8,Été
0.15,0.10254254254254255,0.06,0.03418698582794337,2016-08-05,12,1470355200000,2016,8,Été
0.46,0.32936890045543266,0.11,0.11330587902762244,2016-08-05,15,1470355200000,2016,8,Été
0.58,0.2979817905918058,0.12,0.16224499221855823,2016-08-06,16,1470441600000,2016,8,Été
0.16,0.11611888111888112,0.06,0.043543082114154454,2016-08-07,5,1470528000000,2016,8,Été
0.4,0.26322231473771857,0.12,0.10089099590922654,2016-08-07,24,1470528000000,2016,8,Été
0.68,0.6701785714285716,0.67,0.004714045207917908,2016-08-09,3,1470700800000,2016,8,Été
0.6,0.47969661610268377,0.22,0.13937176828869724,2016-08-10,7,1470787200000,2016,8,Été
0.53,0.2816630196936542,0.08,0.14751383182099365,2016-08-11,11,1470873600000,2016,8,Été
0.6,0.2497998331943286,0.07,0.15256652060618192,2016-08-11,9,1470873600000,2016,8,Été
0.6900000000000001,0.508116385911179,0.07,0.24864340610744823,2016-08-12,29,1470960000000,2016,8,Été
0.6,0.40213732394366186,0.11,0.2019718792307484,2016-08-13,25,1471046400000,2016,8,Été
0.6,0.322088888888889,0.2,0.12174654911833122,2016-08-14,6,1471132800000,2016,8,Été
0.52,0.35364109232769836,0.26,0.11766241729815176,2016-08-14,9,1471132800000,2016,8,Été
0.41000000000000003,0.18908015768725367,0.12,0.08059776671843948,2016-08-15,10,1471219200000,2016,8,Été
0.48,0.2312312633832977,0.1,0.13190905958272914,2016-08-15,12,1471219200000,2016,8,Été
0.14,0.12657794676806083,0.12,0.007071067811865577,2016-08-16,4,1471305600000,2016,8,Été
0.68,0.36078080636002263,0.17,0.15561063063732802,2016-08-16,28,1471305600000,2016,8,Été
0.4,0.18451559934318554,0.1,0.08076779989575057,2016-08-17,8,1471392000000,2016,8,Été
0.52,0.23261664564943255,0.06,0.11105554165971793,2016-08-17,18,1471392000000,2016,8,Été
0.6900000000000001,0.5838596102745792,0.2,0.17529784178173202,2016-08-19,30,1471564800000,2016,8,Été
0.64,0.42669034090909086,0.12,0.22340229913234497,2016-08-19,19,1471564800000,2016,8,Été
0.39,0.1491067538126362,0.08,0.10417802659145443,2016-08-20,7,1471651200000,2016,8,Été
0.63,0.37188556566970093,0.14,0.1599741103314263,2016-08-20,13,1471651200000,2016,8,Été
0.27,0.21318275154004104,0.1,0.07094598884597587,2016-08-23,6,1471910400000,2016,8,Été
0.27,0.255962441314554,0.22,0.020548046676563472,2016-08-24,3,1471996800000,2016,8,Été
0.86,0.8305894039735098,0.73,0.035082547284470036,2016-08-25,22,1472083200000,2016,8,Été
0.84,0.6372150903851193,0.21,0.22691949149709884,2016-08-25,26,1472083200000,2016,8,Été
0.77,0.5009297912713474,0.12,0.27060745566544975,2016-08-26,18,1472169600000,2016,8,Été
0.37,0.2901399688958009,0.24,0.05804093383121941,2016-08-28,8,1472342400000,2016,8,Été
0.2,0.2,0.2,0.0,2016-08-29,1,1472428800000,2016,8,Été
0.12,0.0917804551539491,0.05,0.02441311123146742,2016-08-30,10,1472515200000,2016,8,Été
0.74,0.3055038022813688,0.1,0.25374123705975615,2016-08-30,13,1472515200000,2016,8,Été
0.55,0.5084397163120568,0.23,0.10811516493484573,2016-08-31,6,1472601600000,2016,8,Été
0.68,0.45642745709828375,0.07,0.21153628400655794,2016-08-31,27,1472601600000,2016,8,Été
0.13,0.11683333333333333,0.08,0.018547236990991256,2016-09-01,5,1472688000000,2016,9,Automne
0.73,0.46554190296156267,0.16,0.1652196796180204,2016-09-03,23,1472860800000,2016,9,Automne
0.67,0.47326086956521746,0.11,0.2198181066245456,2016-09-03,5,1472860800000,2016,9,Automne
0.8,0.714850113706843,0.64,0.043384789961461424,2016-09-05,25,1473033600000,2016,9,Automne
0.29,0.29,0.29,0.0,2016-09-06,1,1473120000000,2016,9,Automne
0.97,0.7742594700048772,0.67,0.06771627175329643,2016-09-07,29,1473206400000,2016,9,Automne
0.71,0.5699823633156966,0.25,0.15718680704083401,2016-09-07,13,1473206400000,2016,9,Automne
0.4,0.3040035587188612,0.15,0.08978272383927761,2016-09-09,8,1473379200000,2016,9,Automne
0.72,0.6372006890611542,0.55,0.05927806414592915,2016-09-11,6,1473552000000,2016,9,Automne
0.84,0.6830084053233714,0.15,0.22254724804756576,2016-09-12,61,1473638400000,2016,9,Automne
0.91,0.778418015163517,0.23,0.21259073750642368,2016-09-12,54,1473638400000,2016,9,Automne
0.97,0.7757891896059832,0.22,0.18791898076018324,2016-09-13,83,1473724800000,2016,9,Automne
0.8200000000000001,0.645281131845347,0.13,0.24724427765954896,2016-09-13,59,1473724800000,2016,9,Automne
0.68,0.33266936299292216,0.18,0.18116245392118052,2016-09-14,11,1473811200000,2016,9,Automne
0.87,0.6956661878254622,0.05,0.267143535147444,2016-09-15,74,1473897600000,2016,9,Automne
0.8,0.6121990266393443,0.09,0.2502715219731241,2016-09-15,55,1473897600000,2016,9,Automne
0.8300000000000001,0.5951290684624018,0.19,0.2587469806587124,2016-09-16,8,1473984000000,2016,9,Automne
0.71,0.37198190556969185,0.06,0.16700058884896246,2016-09-16,19,1473984000000,2016,9,Automne
0.91,0.713138335704125,0.4,0.14015903665320925,2016-09-18,30,1474156800000,2016,9,Automne
0.99,0.8517599410898379,0.72,0.07863809901875808,2016-09-18,18,1474156800000,2016,9,Automne
0.87,0.7471004366812228,0.17,0.17502216040280338,2016-09-21,51,1474416000000,2016,9,Automne
0.92,0.742408689170482,0.2,0.21852357085771787,2016-09-21,56,1474416000000,2016,9,Automne
0.81,0.5442355605889013,0.2,0.17053470663709622,2016-09-22,21,1474502400000,2016,9,Automne
